,AQI,PM25,PM10,O3,CO,SO2,NO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
2022-02-10,146,53.69565217391305,75.17391304347827,0.031286208333333336,0.22621055426633344,23.44048325164674,11.205660192803036,84.69565217391305,0.22826086956521738,1015.0,88.6086956521739,13.826086956521738,0.7347826086956522,1.6313043478260871
2022-02-11,155,61.778,87.13333333333334,0.03408795833333334,0.3104030917529454,20.641619579808324,13.154470661116607,80.4,0.23333333333333334,1014.0,89.2,17.186666666666667,1.0799999999999998,1.476
2022-02-12,140,51.541666666666664,72.875,0.027083583333333338,0.28067513388075693,23.44048325164674,12.667268044038213,76.33333333333333,0.4375,1013.0,94.5,15.783333333333333,0.6875,1.6029166666666665
2022-02-13,101,35.59708333333333,49.833333333333336,0.03035229166666667,0.25121391407830534,22.740767333687135,10.23125495864625,87.45833333333333,0.4479166666666667,1013.9166666666666,85.20833333333333,14.1875,0.6958333333333333,2.475
2022-02-14,113,40.421052631578945,56.80526315789475,0.04576191666666667,0.1897574628109009,15.043892236131489,7.649081088130768,87.73684210526316,0.05263157894736842,1017.0,63.21052631578947,16.226315789473684,1.0578947368421054,2.7047368421052633
2022-02-15,145,53.45454545454545,75.45454545454545,0.04202625000000001,0.29407872188504103,17.492897948990105,10.377415743769768,95.36363636363636,0.22727272727272727,1015.1818181818181,80.45454545454545,17.745454545454546,1.4000000000000001,1.8063636363636364
2022-02-16,141,51.90428571428571,73.61428571428571,0.043427125,0.27663405212424136,14.938934848437551,8.136283705209161,76.14285714285714,0.25,1010.2857142857143,88.42857142857143,17.400000000000002,1.7714285714285716,1.3785714285714286
2022-02-17,138,50.357142857142854,71.09285714285714,0.03735666666666667,0.19613250267761512,16.89813941872444,10.085094173522732,95.71428571428571,0.16071428571428573,1008.2857142857143,87.5,20.12857142857143,1.0357142857142858,1.5571428571428572
2022-02-18,143,52.65217391304348,74.78260869565217,0.03081925,0.21278838986076404,22.04105141572753,13.641673278195002,85.04347826086956,0.17391304347826086,1008.7826086956521,92.91304347826087,21.182608695652174,0.7391304347826086,2.506086956521739
2022-02-19,82,25.97208333333333,36.52916666666667,0.032080037500000005,0.2272608354159229,18.192613866949706,8.769647107411071,79.54166666666667,1.3125,1015.2916666666666,86.08333333333333,13.729166666666666,0.7125,3.9983333333333335
2022-02-20,90,29.916666666666668,42.05416666666667,0.03408795833333334,0.16178330774723312,14.589076889457749,4.530984338829054,73.66666666666667,1.0104166666666667,1021.5,83.79166666666667,9.195833333333333,0.725,3.49875
2022-02-21,102,35.80583333333333,50.27916666666667,0.04622887500000001,0.16862513923598715,16.093466113070896,4.872026170783928,74.375,0.010416666666666666,1022.5,66.625,11.154166666666667,0.7291666666666666,2.5595833333333333
2022-02-22,84,26.763749999999998,37.40416666666667,0.04249320833333334,0.14755950017850772,16.4433240720507,4.872026170783928,99.625,0.020833333333333332,1023.5833333333334,64.125,11.979166666666666,0.8291666666666666,3.23375
2022-02-23,102,35.75,50.15,0.052766291666666666,0.15231077204569798,16.4433240720507,9.744052341567857,62.541666666666664,0.19791666666666666,1025.5416666666667,51.958333333333336,13.970833333333333,1.6583333333333332,2.4499999999999997
2022-02-24,96,33.05555555555556,46.76111111111111,0.05883675,0.1465192217065334,16.198423500764836,6.479794807142626,60.77777777777778,0.2777777777777778,1025.7222222222222,53.888888888888886,14.805555555555555,2.5944444444444446,2.1655555555555557
2022-02-25,152,56.86666666666667,71.10666666666665,0.06630808333333334,0.3415314244912531,33.34146349077514,26.455102107356733,30.866666666666667,0.1,1021.6666666666666,59.733333333333334,17.246666666666666,1.5266666666666668,2.698
